"Statistic" "Stat_Cord" "Sig_ID" "Act_ID"
"mean" -0.016638474 1 1
"mean" -0.016289773 1 1
"mean" -0.036078863 1 1
"mean" -0.017132916 1 1
"mean" 0.0030962138 1 1
"mean" -0.018843872 1 1
"mean" -0.037003662 1 1
"mean" -0.025635447 1 1
"mean" 0.0060932862 1 1
"mean" 0.0038772773 1 1
"mean" -0.0092913878 1 1
"mean" -0.030425049 1 1
"mean" -0.032810366 1 1
"mean" -0.021543101 1 1
"mean" -0.0030528987 1 1
"mean" -0.018221127 1 1
"mean" -0.040265291 1 1
"mean" -0.033009184 1 1
"mean" -0.049614593 1 1
"mean" 0.014086002 1 1
"mean" 0.027317684 1 1
"mean" -0.023303338 1 1
"mean" -0.017441822 1 1
"mean" -0.023397895 1 1
"mean" -0.018607495 1 1
"mean" 0.020619282 1 1
"mean" -0.0021923253 1 1
"mean" -0.054635143 1 1
"mean" -0.038921811 1 1
"mean" -0.0078731854 1 1
"mean" 0.0077570244 1 1
"mean" -0.053664698 1 1
"mean" -0.015582132 1 1
"mean" -0.0062025184 1 1
"mean" 0.0073702798 1 1
"mean" 0.00078622212 1 1
"mean" -0.0079559289 1 1
"mean" -0.04271512 1 1
"mean" -0.042960517 1 1
"mean" 0.0076402593 1 1
"mean" -0.00050888361 1 1
"mean" -0.020382593 1 1
"mean" -0.028691115 1 1
"mean" -0.038897051 1 1
"mean" -0.022024777 1 1
"mean" 0.021733464 1 1
"mean" -0.0034351025 1 1
"mean" 0.052146924 1 1
"mean" -0.0079768275 1 1
"mean" -0.064726783 1 1
"mean" 0.0051912105 1 1
"mean" 0.015226187 1 1
"mean" -0.067771871 1 1
"mean" -0.023080695 1 1
"mean" -0.039572283 1 1
"mean" -0.026232277 1 1
"mean" 0.00056547901 1 1
"mean" -0.030303589 1 1
"mean" -0.010201837 1 1
"mean" -0.011459277 1 1
"mean" -0.034461224 1 1
"mean" -0.074887013 1 1
"mean" -0.032814137 1 1
"mean" 0.0074192704 1 1
"mean" -0.013621795 1 1
"mean" -0.015507321 1 1
"mean" -0.0027834942 1 1
"mean" -0.04335044 1 1
"mean" -0.029329514 1 1
"mean" -0.0047294571 1 1
"mean" -0.06017359 1 1
"mean" -0.021954576 1 1
"mean" 0.0091204488 1 1
"mean" 0.016833852 1 1
"mean" 0.00012396818 1 1
"mean" -0.020857894 1 1
"mean" -0.026791078 1 1
"mean" -0.030019182 1 1
"mean" -0.045809874 1 1
"mean" 0.030679246 1 1
"mean" -0.024879552 1 1
"mean" -0.051817875 1 1
"mean" -0.02449569 1 1
"mean" 0.026781905 1 1
"mean" -0.045299636 1 1
"mean" -0.024165905 1 1
"mean" 0.032174046 1 1
"mean" -0.0034577794 1 1
"mean" -0.040365788 1 1
"mean" -0.056165676 1 1
"mean" -0.028131107 1 1
"mean" -0.022679831 1 1
"mean" -0.0001716803 1 1
"mean" -0.011803726 1 1
"mean" 0.011445562 1 1
"mean" 0.016799817 1 1
"mean" -0.026913144 1 2
"mean" -0.032355179 1 2
"mean" -0.010728703 1 2
"mean" -0.032606502 1 2
"mean" -0.013656893 1 2
"mean" 0.027459372 1 2
"mean" 0.016839126 1 2
"mean" -0.022379352 1 2
"mean" -0.023078631 1 2
"mean" -0.023842891 1 2
"mean" -0.039067631 1 2
"mean" -0.037999251 1 2
"mean" -0.031669222 1 2
"mean" -0.015408535 1 2
"mean" -0.021187085 1 2
"mean" -0.038723153 1 2
"mean" 0.10254087 1 2
"mean" 0.009075787 1 2
"mean" -0.027991273 1 2
"mean" -0.025529403 1 2
"mean" -0.015952619 1 2
"mean" -0.006332133 1 2
"mean" -0.010061076 1 2
"mean" -0.023550544 1 2
"mean" -0.023302776 1 2
"mean" -0.012618021 1 2
"mean" -0.015537024 1 2
"mean" -0.019577012 1 2
"mean" -0.016447003 1 2
"mean" -0.0123645 1 2
"mean" -0.011067786 1 2
"mean" 0.028817786 1 2
"mean" -0.062819481 1 2
"mean" -0.0017697185 1 2
"mean" -0.01149042 1 2
"mean" -0.0061249184 1 2
"mean" 0.0098193055 1 2
"mean" 0.15040887 1 2
"mean" 0.32412953 1 2
"mean" 0.17408171 1 2
"mean" -0.023177324 1 2
"mean" -0.018702893 1 2
"mean" -0.010676678 1 2
"mean" -0.11349946 1 2
"mean" 0.019990398 1 2
"mean" 0.0060403153 1 2
"mean" -0.01572964 1 2
"mean" -0.015358871 1 2
"mean" -0.014627271 1 2
"mean" -0.018430818 1 2
"mean" -0.017778461 1 2
"mean" -0.02272766 1 2
"mean" -0.02047285 1 2
"mean" -0.013785705 1 2
"mean" -0.016519861 1 2
"mean" -0.017965805 1 2
"mean" -0.014211302 1 2
"mean" -0.020708401 1 2
"mean" -0.010370885 1 2
"mean" -0.024140671 1 2
"mean" -0.018769082 1 2
"mean" -0.016912076 1 2
"mean" -0.015314462 1 2
"mean" -0.014713512 1 2
"mean" -0.019818107 1 2
"mean" -0.020286286 1 2
"mean" -0.015725603 1 2
"mean" -0.010642162 1 2
"mean" -0.014115319 1 2
"mean" -0.014986371 1 2
"mean" -0.013721018 1 2
"mean" -0.029489979 1 2
"mean" -0.012820186 1 2
"mean" -0.018131841 1 2
"mean" -0.017178761 1 2
"mean" -0.018231844 1 2
"mean" -0.017679919 1 2
"mean" -0.015433074 1 2
"mean" -0.017850354 1 2
"mean" -0.018206091 1 2
"mean" -0.014690457 1 2
"mean" -0.014277655 1 2
"mean" -0.016716655 1 2
"mean" -0.018372323 1 2
"mean" -0.018447236 1 2
"mean" -0.017289589 1 2
"mean" -0.016037614 1 2
"mean" -0.023240895 1 2
"mean" -0.0031571521 1 2
"mean" -0.025486891 1 2
"mean" -0.0012859649 1 2
"mean" -0.019819862 1 2
"mean" -0.033118448 1 2
"mean" -0.031446345 1 2
"mean" -0.02786412 1 2
"mean" -0.016815551 1 2
"mean" -0.032180843 1 2
"mean" -0.021141409 1 2
"mean" -0.0054215092 1 2
"mean" -0.018317884 1 2
"mean" -0.011880203 1 2
"mean" 0.0054011672 1 2
"mean" 0.01773035 1 2
"mean" -0.054201115 1 2
"mean" -0.009333407 1 2
"mean" -0.019301241 1 2
"mean" -0.018431216 1 2
"mean" -0.02848843 1 2
"mean" -0.030280572 1 2
"mean" -0.0047644234 1 2
"mean" 0.022608484 1 2
"mean" -0.02332779 1 2
"mean" -0.05490863 1 2
"mean" -0.050384644 1 2
"mean" -0.035684596 1 2
"mean" 0.0049371571 1 2
"mean" 0.0051452093 1 2
"mean" 0.0065977921 1 2
"mean" -0.0087076916 1 2
"mean" -0.05318923 1 2
"mean" -0.057840219 1 2
"mean" 0.0035481818 1 2
"mean" -0.00072079571 1 2
"mean" -0.012362911 1 2
"mean" -0.020404815 1 2
"mean" -0.046074048 1 2
"mean" -0.042621318 1 2
"mean" -0.035302397 1 2
"mean" 0.01383788 1 2
"mean" -0.00072678829 1 2
"mean" -0.035646306 1 2
"mean" -0.012368938 1 2
"mean" -0.00010105371 1 2
"mean" -0.072325023 1 2
"mean" -0.013693566 1 2
"mean" 0.016888494 1 2
"mean" 0.017742643 1 2
"mean" -0.022868866 1 2
"mean" -0.063723457 1 2
"mean" 0.0090315446 1 2
"mean" -0.025718815 1 2
"mean" -0.1086128 1 2
"mean" -0.033435546 1 2
"mean" -0.022273059 1 2
"mean" -0.014041612 1 2
"mean" -0.011531985 1 2
"mean" 0.00037919422 1 2
"mean" -0.014925637 1 2
"mean" -0.037890725 1 2
"mean" 0.0033888051 1 2
"mean" -0.10352888 1 2
"mean" -0.029029148 1 2
"mean" -0.02879277 1 2
"mean" 0.034980469 1 2
"mean" 0.0097610841 1 2
"mean" -0.053276359 1 2
"mean" -0.066835794 1 2
"mean" -0.031431622 1 2
"mean" -0.11287298 1 2
"mean" -0.013788855 1 2
"mean" 0.0014093012 1 2
"mean" 0.00058926763 1 2
"mean" -0.034866297 1 2
"mean" 0.015948475 1 2
"mean" 0.026107118 1 2
"mean" -0.055384001 1 2
"mean" -0.056769823 1 2
"mean" -0.16110183 1 2
"mean" -0.075006256 1 2
"mean" 0.0091259761 1 2
"mean" -0.012975155 1 2
"mean" -0.088037829 1 2
"mean" -0.016889816 1 2
"mean" 0.036049984 1 2
"mean" 0.0044999325 1 2
"mean" -0.015526029 1 2
"mean" -0.037916442 1 2
"mean" -0.019947006 1 2
"mean" -0.014159431 1 2
"mean" -0.029926296 1 2
"mean" -0.015050466 1 2
"mean" -0.015568594 1 2
"mean" -0.026320608 1 2
"mean" -0.017639768 1 2
"mean" -0.011751325 1 2
"mean" -0.013728366 1 2
"mean" -0.020057779 1 2
"mean" -0.015213574 1 2
"mean" -0.015273006 1 2
"mean" 0.041930333 1 2
"mean" 0.0030326103 1 2
"mean" -0.050236136 1 2
"mean" -0.018414133 1 2
"mean" 0.021142501 1 2
"mean" -0.0032622565 1 2
"mean" -0.012030672 1 2
"mean" -0.011682068 1 2
"mean" -0.017661164 1 2
"mean" -0.01783494 1 2
"mean" -0.021202006 1 2
"mean" -0.027725151 1 2
"mean" -0.023042517 1 2
"mean" -0.016725672 1 2
"mean" -0.0059866427 1 2
"mean" -0.012788195 1 2
"mean" 0.077554196 1 2
"mean" -0.055037125 1 2
"mean" -0.015977023 1 2
"mean" -0.014486297 1 2
"mean" -0.018260734 1 2
"mean" -0.017338655 1 2
"mean" -0.016676012 1 2
"mean" -0.015177054 1 2
"mean" -0.017271065 1 2
"mean" -0.019059906 1 2
"mean" -0.017867055 1 2
"mean" -0.014104146 1 2
"mean" -0.085983504 1 2
"mean" -0.081143811 1 2
"mean" -0.067702978 1 2
"mean" -0.015872993 1 2
"mean" 0.0066082668 1 2
"mean" -0.0044941887 1 2
"mean" -0.025827408 1 2
"mean" -0.014209379 1 2
"mean" 0.0015088688 1 2
"mean" -0.0076867715 1 2
"mean" -0.026988376 1 2
"mean" 0.012139631 1 2
"mean" 0.026935894 1 2
"mean" -0.033157071 1 2
"mean" -0.035125806 1 2
"mean" -0.026539151 1 2
"mean" -0.016151777 1 2
"mean" -0.021703052 1 2
"mean" -0.021930064 1 2
"mean" -0.021374101 1 2
"mean" -0.018334288 1 2
"mean" -0.01727334 1 2
"mean" -0.013316486 1 2
"mean" -0.011355923 1 2
"mean" -0.015155836 1 2
"mean" -0.015746865 1 2
"mean" -0.019898451 1 2
"mean" -0.025622039 1 2
"mean" -0.020438819 1 2
"mean" -0.0097170633 1 2
"mean" -0.06840145 1 2
"mean" -0.027865744 1 2
"mean" -0.027643686 1 2
"mean" -0.022800213 1 2
"mean" -0.018749283 1 2
"mean" -0.0191315 1 2
"mean" -0.018289354 1 2
"mean" -0.015981187 1 2
"mean" -0.018139973 1 2
"mean" -0.019981604 1 2
"mean" -0.015470307 1 2
"mean" -0.015767117 1 2
"mean" -0.019702445 1 2
"mean" -0.013984689 1 2
"mean" -0.014668325 1 2
"mean" -0.017914596 1 2
"mean" -0.035939737 1 2
"mean" 0.00042136442 1 2
"mean" -0.053056489 1 2
"mean" -0.038446535 1 2
"mean" 0.027868452 1 2
"mean" 0.0052485192 1 2
"mean" -0.033389737 1 2
"mean" -0.017807834 1 2
"mean" -0.026174902 1 2
"mean" -0.011218524 1 2
"mean" 0.014026806 1 2
"mean" -0.034243851 1 2
"mean" -0.039672038 1 2
"mean" 0.0072181978 1 2
"mean" -0.034791181 1 2
"mean" 0.018375829 1 2
"mean" -0.025916701 1 2
"mean" -0.043925372 1 2
"mean" -0.0079523616 1 2
"mean" 0.0021469248 1 2
"mean" -0.0045343396 1 2
"mean" -0.035447483 1 2
"mean" -0.051844795 1 2
"mean" -0.0069243673 1 2
"mean" -0.0087733458 1 2
"mean" -0.019763709 1 2
"mean" -0.0038733054 1 2
"mean" 0.0031701294 1 2
"mean" -0.0019481725 1 2
"mean" -0.043342194 1 2
"mean" -0.014994443 1 2
"mean" -0.011145835 1 2
"mean" -0.031399701 1 2
"mean" -0.016522642 1 2
"mean" -0.018912952 1 2
"mean" -0.02538602 1 2
"mean" -0.0011800018 1 2
"mean" -0.029963971 1 2
"mean" -0.0084865836 1 2
"mean" 0.0057025172 1 2
"mean" -0.036593718 1 2
"mean" -0.054026822 1 2
"mean" 0.0035650465 1 2
"mean" -0.022355798 1 2
"mean" -0.029256313 1 2
"mean" -0.034157855 1 2
"mean" -0.04476333 1 2
"mean" -0.03714332 1 2
"mean" 0.0092565328 1 2
"mean" 0.0039261371 1 2
"mean" -0.0042838712 1 2
"mean" -0.0093255827 1 2
"mean" -0.035498731 1 2
"mean" -0.10053922 1 2
"mean" -0.019329601 1 2
"mean" 0.00088910097 1 2
"mean" 0.011140914 1 2
"mean" -0.049432753 1 2
"mean" -0.052324131 1 2
"mean" 0.016545606 1 2
"mean" -0.025184805 1 2
"mean" -0.032060168 1 2
"mean" -0.17149004 1 2
"mean" -0.076027687 1 2
"mean" -0.011742366 1 2
"mean" 0.0027934938 1 2
"mean" -0.055660281 1 2
"mean" -0.036070128 1 2
"mean" 0.0098186253 1 2
"mean" -0.010557565 1 2
"mean" -0.14529952 1 2
"mean" -0.031648946 1 2
"mean" -0.021686009 1 2
"mean" 0.006219991 1 2
"mean" -0.0053129762 1 2
"mean" -0.043879138 1 2
"mean" -0.01413362 1 2
"mean" -0.016215127 1 2
"mean" 0.056389711 1 3
"mean" -0.05081451 1 3
"mean" -0.053719594 1 3
"mean" 0.018052605 1 3
"mean" -0.0023877425 1 3
"mean" -0.046540223 1 3
"mean" -0.02334463 1 3
"mean" -0.02101954 1 3
"mean" -0.017506022 1 3
"mean" -0.030908181 1 3
"mean" -0.02244621 1 3
"mean" 0.016903657 1 3
"mean" -0.0073963422 1 3
"mean" -0.031443794 1 3
"mean" -0.018852345 1 3
"mean" 0.20709635 1 3
"mean" -0.032310015 1 3
"mean" -0.0030107488 1 3
"mean" -0.0055066311 1 3
"mean" -0.021106346 1 3
"mean" -0.0082996595 1 3
"mean" -0.017025198 1 3
"mean" -0.031934758 1 3
"mean" -0.023169356 1 3
"mean" -0.02071467 1 3
"mean" -0.019245117 1 3
"mean" -0.017373061 1 3
"mean" -0.020434043 1 3
"mean" 0.14263826 1 3
"mean" -0.034265946 1 3
"mean" 0.015786385 1 3
"mean" 0.002317532 1 3
"mean" -0.014431964 1 3
"mean" -0.014861369 1 3
"mean" -0.01562259 1 3
"mean" -0.019371201 1 3
"mean" -0.017912133 1 3
"mean" -0.014810354 1 3
"mean" -0.014494686 1 3
"mean" 0.10088708 1 3
"mean" -0.023350527 1 3
"mean" -0.0530333 1 3
"mean" -0.0065165993 1 3
"mean" -0.0069017049 1 3
"mean" 0.0019628469 1 3
"mean" -0.015263164 1 3
"mean" -0.02525726 1 3
"mean" -0.016228416 1 3
"mean" -0.018677425 1 3
"mean" -0.015997534 1 3
"mean" -0.018408409 1 3
"mean" -0.032703273 1 3
"mean" -0.014674551 1 3
"mean" -0.015817873 1 3
"mean" -0.01565107 1 3
"mean" -0.015019473 1 3
"mean" -0.017576226 1 3
"mean" -0.019006838 1 3
"mean" -0.017401435 1 3
"mean" -0.016348639 1 3
"mean" -0.017398259 1 3
"mean" -0.018870441 1 3
"mean" -0.018038713 1 3
"mean" -0.015836214 1 3
"mean" -0.018239007 1 3
"mean" -0.021430718 1 3
"mean" -0.022512242 1 3
"mean" -0.014541919 1 3
"mean" -0.017925325 1 3
"mean" -0.017809186 1 3
"mean" -0.01740432 1 3
"mean" -0.017184883 1 3
"mean" -0.016185794 1 3
"mean" -0.016360639 1 3
"mean" -0.017558121 1 3
"mean" -0.016931096 1 3
"mean" -0.017210267 1 3
"mean" -0.015495426 1 3
"mean" -0.017847182 1 3
"mean" -0.054901682 1 3
"mean" -0.0040773374 1 3
"mean" -0.019949357 1 3
"mean" -0.029960687 1 3
"mean" -0.0014044157 1 3
"mean" -0.008083593 1 3
"mean" -0.014344769 1 3
"mean" -0.0087610011 1 3
"mean" -0.016195432 1 3
"mean" 0.0025992483 1 3
"mean" -0.00055360044 1 3
"mean" -0.040237913 1 3
"mean" -0.047474036 1 3
"mean" -0.0075978644 1 3
"mean" 0.0091110282 1 3
"mean" -0.021695557 1 3
"mean" -0.058518618 1 3
"mean" -0.0022807914 1 3
"mean" 0.0065155194 1 3
"mean" -0.01867498 1 3
"mean" -0.054174753 1 3
"mean" -0.026464299 1 3
"mean" 0.0064793698 1 3
"mean" 0.0095462177 1 3
"mean" 0.0062108251 1 3
"mean" -0.025308313 1 3
"mean" -0.027844824 1 3
"mean" -0.00075816579 1 3
"mean" 0.0018970401 1 3
"mean" -0.04419375 1 3
"mean" 0.047499744 1 3
"mean" -0.0020487016 1 3
"mean" -0.027630022 1 3
"mean" -0.039379137 1 3
"mean" 0.017893855 1 3
"mean" -0.02734854 1 3
"mean" -0.058330469 1 3
"mean" 0.012314808 1 3
"mean" -0.0012932451 1 3
"mean" 0.015583359 1 3
"mean" 0.017640024 1 3
"mean" -0.024835379 1 3
"mean" -0.050405259 1 3
"mean" 0.011028261 1 3
"mean" -0.038635196 1 3
"mean" -0.017048805 1 3
"mean" 0.035737002 1 3
"mean" 0.031835467 1 3
"mean" -0.015919992 1 3
"mean" -0.049695407 1 3
"mean" -0.060228134 1 3
"mean" -0.026136801 1 3
"mean" -0.0032318127 1 3
"mean" 0.0072380232 1 3
"mean" 0.0089628282 1 3
"mean" -0.18388452 1 3
"mean" -0.018970522 1 3
"mean" -0.030051586 1 3
"mean" -0.034803415 1 3
"mean" 0.0050113087 1 3
"mean" 0.0090796316 1 3
"mean" -0.0042797613 1 3
"mean" 0.0010556245 1 3
"mean" -0.026824856 1 3
"mean" -0.14179973 1 3
"mean" -0.012349029 1 3
"mean" -0.0020959153 1 3
"mean" -0.0012335274 1 3
"mean" -0.027330247 1 3
"mean" -0.066955645 1 3
"mean" -0.02877999 1 3
"mean" 0.0066358575 1 3
"mean" -0.11860037 1 3
"mean" -0.019676513 1 3
"mean" -0.048205132 1 3
"mean" -0.028985695 1 3
"mean" 0.011858998 1 3
"mean" -0.01838825 1 3
"mean" -0.027161792 1 3
"mean" 0.002852084 1 3
"mean" 0.019418831 1 3
"mean" -0.0043530319 1 3
"mean" -0.027753292 1 3
"mean" -0.0089054833 1 3
"mean" -0.011643955 1 3
"mean" -0.021780337 1 3
"mean" -0.0086810748 1 3
"mean" 0.0031491665 1 3
"mean" -0.006192167 1 3
"mean" -0.027215765 1 3
"mean" -0.016664014 1 3
"mean" -0.010382468 1 3
"mean" -0.018908339 1 3
"mean" -0.018976102 1 3
"mean" 0.21276764 1 3
"mean" -0.006667442 1 3
"mean" -0.022380131 1 3
"mean" -0.016961363 1 3
"mean" -0.0067474389 1 3
"mean" -0.0191739 1 3
"mean" -0.019856744 1 3
"mean" -0.0089249167 1 3
"mean" -0.012170929 1 3
"mean" -0.032790496 1 3
"mean" -0.033830384 1 3
"mean" -0.011794506 1 3
"mean" -0.0071232472 1 3
"mean" 0.00037391287 1 3
"mean" 0.06967898 1 3
"mean" -0.0076771766 1 3
"mean" -0.026412624 1 3
"mean" -0.016718371 1 3
"mean" -0.015018818 1 3
"mean" -0.016558699 1 3
"mean" -0.018014891 1 3
"mean" -0.017451 1 3
"mean" -0.017634022 1 3
"mean" -0.017337522 1 3
"mean" -0.01600756 1 3
"mean" -0.10000638 1 3
"mean" -0.029864286 1 3
"mean" -0.022394246 1 3
"mean" -0.007285104 1 3
"mean" -0.011567908 1 3
"mean" -0.018335158 1 3
"mean" -0.022187931 1 3
"mean" -0.01445693 1 3
"mean" -0.011908053 1 3
"mean" -0.016666574 1 3
"mean" -0.036988797 1 3
"mean" -0.024488578 1 3
"mean" -0.013205916 1 3
"mean" -0.018470003 1 3
"mean" -0.017757476 1 3
"mean" -0.018333624 1 3
"mean" -0.018837189 1 3
"mean" -0.01604127 1 3
"mean" -0.01585544 1 3
"mean" -0.016514386 1 3
"mean" -0.014410619 1 3
"mean" -0.013191967 1 3
"mean" -0.047478082 1 3
"mean" -0.01205691 1 3
"mean" -0.015356381 1 3
"mean" -0.01845475 1 3
"mean" -0.017035388 1 3
"mean" -0.017393378 1 3
"mean" -0.016851483 1 3
"mean" -0.015682453 1 3
"mean" -0.016585315 1 3
"mean" -0.017402548 1 3
