"Statistic" "Stat_Cord" "Sig_ID" "Act_ID"
"mean" -0.010548619 1 1
"mean" -0.032628831 1 1
"mean" -0.0469561 1 1
"mean" -0.13360426 1 1
"mean" -0.10683037 1 1
"mean" -0.066159078 1 1
"mean" -0.043103131 1 1
"mean" -0.018779209 1 1
"mean" -0.11896558 1 1
"mean" -0.15623238 1 1
"mean" -0.072115723 1 1
"mean" -0.092367982 1 1
"mean" -0.099927816 1 1
"mean" -0.14195199 1 1
"mean" -0.11360054 1 1
"mean" -0.1107584 1 1
"mean" -0.15558324 1 1
"mean" -0.12730182 1 1
"mean" -0.081181352 1 1
"mean" -0.11252061 1 1
"mean" -0.11447381 1 1
"mean" -0.094238465 1 1
"mean" -0.15190137 1 1
"mean" -0.12786494 1 1
"mean" -0.034995546 1 1
"mean" -0.058462756 1 1
"mean" -0.11877561 1 1
"mean" -0.11179085 1 1
"mean" -0.13730782 1 1
"mean" -0.11994169 1 1
"mean" -0.089976474 1 1
"mean" -0.1137861 1 1
"mean" -0.11324183 1 1
"mean" -0.11731189 1 1
"mean" -0.12529627 1 1
"mean" -0.1101951 1 1
"mean" -0.10343073 1 1
"mean" -0.112972 1 1
"mean" -0.11394039 1 1
"mean" -0.10701234 1 1
"mean" -0.10754792 1 1
"mean" -0.11743596 1 1
"mean" -0.05735073 1 1
"mean" -0.12251223 1 1
"mean" -0.11988703 1 1
"mean" -0.099381423 1 1
"mean" -0.11033551 1 1
"mean" -0.12120311 1 1
"mean" -0.11530914 1 1
"mean" -0.11126972 1 1
"mean" -0.10844766 1 1
"mean" -0.10639918 1 1
"mean" -0.10621291 1 1
"mean" -0.10892197 1 1
"mean" -0.17609097 1 1
"mean" -0.11592994 1 1
"mean" -0.10258892 1 1
"mean" -0.11006327 1 1
"mean" -0.10781649 1 1
"mean" -0.10788811 1 1
"mean" -0.10987181 1 1
"mean" -0.1116638 1 1
"mean" -0.10989482 1 1
"mean" -0.10694863 1 1
"mean" -0.10820759 1 1
"mean" -0.12592376 1 1
"mean" -0.099798821 1 1
"mean" -0.10935435 1 1
"mean" -0.11073427 1 1
"mean" -0.11041766 1 1
"mean" -0.10698796 1 1
"mean" -0.1073364 1 1
"mean" -0.10897656 1 1
"mean" -0.10840311 1 1
"mean" -0.10562315 1 1
"mean" -0.10901088 1 1
"mean" -0.10793379 1 1
"mean" -0.20554844 1 1
"mean" -0.071903067 1 1
"mean" -0.089394709 1 1
"mean" -0.10852663 1 1
"mean" -0.11023355 1 1
"mean" -0.10596005 1 1
"mean" -0.10953993 1 1
"mean" -0.10985922 1 1
"mean" -0.10899857 1 1
"mean" -0.11050438 1 1
"mean" -0.11220537 1 1
"mean" -0.10949351 1 1
"mean" -1 1 1
"mean" -0.51608391 1 1
"mean" -0.12024506 1 1
"mean" -0.029339182 1 1
"mean" 0.016658077 1 1
"mean" -0.10818389 1 1
"mean" -0.13505802 1 1
"mean" -0.12013176 1 1
"mean" -0.18227212 1 1
"mean" -0.28056106 1 1
"mean" -0.16644945 1 1
"mean" -0.064799659 1 1
"mean" -0.088320786 1 1
"mean" -0.071284752 1 1
"mean" -0.05512912 1 1
"mean" -0.10293667 1 1
"mean" -0.13872566 1 1
"mean" -0.12317001 1 1
"mean" -0.12756327 1 1
"mean" -0.21913175 1 1
"mean" -0.1313715 1 1
"mean" -0.12219085 1 1
"mean" -0.10962065 1 1
"mean" -0.053688526 1 1
"mean" -0.048420161 1 1
"mean" -0.090442602 1 1
"mean" -0.1237505 1 1
"mean" -0.15073743 1 1
"mean" -0.12795043 1 1
"mean" -0.12811291 1 1
"mean" -0.15077284 1 1
"mean" -0.12127097 1 1
"mean" -0.11290104 1 1
"mean" -0.010259465 1 1
"mean" -0.062956416 1 1
"mean" -0.081835606 1 1
"mean" -0.085922906 1 1
"mean" -0.13045484 1 1
"mean" -0.1298046 1 1
"mean" -0.092535898 1 1
"mean" -0.12497137 1 1
"mean" -0.13912115 1 1
"mean" -0.12101893 1 1
"mean" -0.10586088 1 1
"mean" -0.087513687 1 1
"mean" -0.25543912 1 1
"mean" -0.10349692 1 1
"mean" -0.079425955 1 1
"mean" -0.12225809 1 1
"mean" -0.14347148 1 1
"mean" -0.12024131 1 1
"mean" -0.10477623 1 1
"mean" -0.11741912 1 1
"mean" -0.1059361 1 1
"mean" -0.095617951 1 1
"mean" -0.089326453 1 1
"mean" -0.10839138 1 1
"mean" -0.09869604 1 1
"mean" -0.097875785 1 1
"mean" -0.20394047 1 1
"mean" -0.14330782 1 1
"mean" -0.082792774 1 1
"mean" -0.1694751 1 1
"mean" -0.12377204 1 1
"mean" -0.14623831 1 1
"mean" -0.16339996 1 1
"mean" -0.048164595 1 1
"mean" -0.10202009 1 1
"mean" -0.12029202 1 1
"mean" -0.062244884 1 1
"mean" -0.07518192 1 1
"mean" -0.11363494 1 1
"mean" -0.11816594 1 1
"mean" -0.1538041 1 1
"mean" -0.12698147 1 1
"mean" -0.052703157 1 1
"mean" -0.1130729 1 1
"mean" -0.09300039 1 1
"mean" -0.092397696 1 1
"mean" -0.070093738 1 1
"mean" -0.065808412 1 1
"mean" -0.11694851 1 1
"mean" -0.13687861 1 1
"mean" -0.12071994 1 1
"mean" -0.017653749 1 1
"mean" -0.1080066 1 1
"mean" -0.10478296 1 1
"mean" -0.10688354 1 1
"mean" -0.093751617 1 1
"mean" -0.052463899 1 1
"mean" -0.10251064 1 1
"mean" -0.10970412 1 1
"mean" -0.068692746 1 1
"mean" 0.037288816 1 1
"mean" -0.086384343 1 1
"mean" -0.15934525 1 1
"mean" -0.15388612 1 1
"mean" -0.18932387 1 1
"mean" -0.10234205 1 1
"mean" -0.017703843 1 1
"mean" -0.048561434 1 1
"mean" -0.070470363 1 1
"mean" -0.072894129 1 1
"mean" -0.1553395 1 1
"mean" -0.1535226 1 1
"mean" -0.10227613 1 1
"mean" -0.083073081 1 1
"mean" -0.036139711 1 1
"mean" -0.080037372 1 1
"mean" -0.16313273 1 1
"mean" 0.18639534 1 2
"mean" -0.062924067 1 2
"mean" -0.11733272 1 2
"mean" -0.13028676 1 2
"mean" -0.12915439 1 2
"mean" -0.10407181 1 2
"mean" -0.06516443 1 2
"mean" -0.083592456 1 2
"mean" -0.12332077 1 2
"mean" -0.12273754 1 2
"mean" -0.11017159 1 2
"mean" -0.030083776 1 2
"mean" -0.083983249 1 2
"mean" -0.13171922 1 2
"mean" -0.081684886 1 2
"mean" -0.10844469 1 2
"mean" -0.0556042 1 2
"mean" -0.10264411 1 2
"mean" -0.12256318 1 2
"mean" -0.10009175 1 2
"mean" -0.098662111 1 2
"mean" -0.10540087 1 2
"mean" -0.10173142 1 2
"mean" -0.10116623 1 2
"mean" -0.10721116 1 2
"mean" -0.10563723 1 2
"mean" -0.11087508 1 2
"mean" -0.1118923 1 2
"mean" -0.10626443 1 2
"mean" -0.10487937 1 2
"mean" -0.13255126 1 2
"mean" -0.032056785 1 2
"mean" -0.15703615 1 2
"mean" -0.083310746 1 2
"mean" -0.089935247 1 2
"mean" -0.091966376 1 2
"mean" -0.078471122 1 2
"mean" 0.051458368 1 2
"mean" 0.12938955 1 2
"mean" 0.031555899 1 2
"mean" -0.064478524 1 2
"mean" -0.10325556 1 2
"mean" -0.094228226 1 2
"mean" -0.26823801 1 2
"mean" -0.15202442 1 2
"mean" -0.10005102 1 2
"mean" -0.10257949 1 2
"mean" -0.096289703 1 2
"mean" -0.09635546 1 2
"mean" -0.10803572 1 2
"mean" -0.12445165 1 2
"mean" -0.14375749 1 2
"mean" -0.12044462 1 2
"mean" -0.10031331 1 2
"mean" -0.1051797 1 2
"mean" -0.10457087 1 2
"mean" -0.09759523 1 2
"mean" -0.10415558 1 2
"mean" -0.10117466 1 2
"mean" -0.091799885 1 2
"mean" -0.10783636 1 2
"mean" -0.1092038 1 2
"mean" -0.11139625 1 2
"mean" -0.11480583 1 2
"mean" -0.10195511 1 2
"mean" -0.10224496 1 2
"mean" -0.11301861 1 2
"mean" -0.12663126 1 2
"mean" -0.11553447 1 2
"mean" -0.10452499 1 2
"mean" -0.11928331 1 2
"mean" -0.089357985 1 2
"mean" -0.097670072 1 2
"mean" -0.10653995 1 2
"mean" -0.10991247 1 2
"mean" -0.10376982 1 2
"mean" -0.10441484 1 2
"mean" -0.11040669 1 2
"mean" -0.10929715 1 2
"mean" -0.10740518 1 2
"mean" -0.11372304 1 2
"mean" -0.11915816 1 2
"mean" -0.10755375 1 2
"mean" -0.10120445 1 2
"mean" -0.10577173 1 2
"mean" -0.10883655 1 2
"mean" -0.11276997 1 2
"mean" -0.17409769 1 2
"mean" -0.13154315 1 2
"mean" -0.11879132 1 2
"mean" -0.14715666 1 2
"mean" -0.11280559 1 2
"mean" -0.086875067 1 2
"mean" -0.11074412 1 2
"mean" -0.081474665 1 2
"mean" -0.086034479 1 2
"mean" -0.10108536 1 2
"mean" -0.072926017 1 2
"mean" -0.10959878 1 2
"mean" -0.13899403 1 2
"mean" -0.08906095 1 2
"mean" -0.094846491 1 2
"mean" -0.10341476 1 2
"mean" -0.15021167 1 2
"mean" -0.083282963 1 2
"mean" -0.10237117 1 2
"mean" -0.14247895 1 2
"mean" -0.14481572 1 2
"mean" -0.12122729 1 2
"mean" -0.05482505 1 2
"mean" -0.005444201 1 2
"mean" -0.12545936 1 2
"mean" -0.17853462 1 2
"mean" -0.11059426 1 2
"mean" -0.11827706 1 2
"mean" -0.11435794 1 2
"mean" -0.1154417 1 2
"mean" -0.11285587 1 2
"mean" -0.10560986 1 2
"mean" -0.099270803 1 2
"mean" -0.0028824215 1 2
"mean" -0.052847095 1 2
"mean" -0.24063776 1 2
"mean" -0.12641528 1 2
"mean" -0.050693901 1 2
"mean" -0.11996797 1 2
"mean" -0.1410546 1 2
"mean" -0.12883223 1 2
"mean" -0.086847284 1 2
"mean" -0.0730893 1 2
"mean" -0.13406221 1 2
"mean" -0.2205622 1 2
"mean" -0.11660425 1 2
"mean" -0.10349534 1 2
"mean" -0.055880867 1 2
"mean" -0.10681026 1 2
"mean" -0.10452548 1 2
"mean" -0.1079376 1 2
"mean" -0.14756405 1 2
"mean" -0.069136514 1 2
"mean" -0.23881834 1 2
"mean" -0.076527896 1 2
"mean" -0.11611135 1 2
"mean" -0.087360494 1 2
"mean" -0.051365573 1 2
"mean" -0.08532991 1 2
"mean" -0.11352439 1 2
"mean" -0.091867688 1 2
"mean" -0.14053428 1 2
"mean" -0.14063527 1 2
"mean" -0.24207289 1 2
"mean" -0.088647354 1 2
"mean" -0.011273408 1 2
"mean" -0.11303406 1 2
"mean" -0.12090612 1 2
"mean" -0.091897239 1 2
"mean" -0.1736808 1 2
"mean" -0.15731069 1 2
"mean" -0.11946275 1 2
"mean" -0.065909648 1 2
"mean" -0.0073177408 1 2
"mean" -0.049062658 1 2
"mean" -0.10078814 1 2
"mean" -0.052372196 1 2
"mean" -0.091443506 1 2
"mean" -0.19109061 1 2
"mean" -0.17635297 1 2
"mean" -0.068394118 1 2
"mean" -0.10101207 1 2
"mean" -0.14779804 1 2
"mean" -0.086175616 1 2
"mean" -0.067815298 1 2
"mean" -0.077857079 1 2
"mean" -0.11035526 1 2
"mean" -0.15298272 1 2
"mean" -0.081665303 1 2
"mean" -0.20617762 1 2
"mean" -0.09147878 1 2
"mean" -0.098780316 1 2
"mean" -0.11795947 1 2
"mean" -0.11420397 1 2
"mean" -0.11880774 1 2
"mean" -0.12949951 1 2
"mean" -0.10625263 1 2
"mean" -0.10355633 1 2
"mean" -0.11144247 1 2
"mean" -0.10440918 1 2
"mean" -0.11366499 1 2
"mean" -0.108266 1 2
"mean" -6.8066622e-05 1 2
"mean" -0.20852469 1 2
"mean" -0.098153884 1 2
"mean" -0.11252228 1 2
"mean" -0.13124183 1 2
"mean" -0.11664297 1 2
"mean" -0.057917237 1 2
"mean" -0.068818839 1 2
"mean" -0.12805853 1 2
"mean" -0.12293669 1 2
"mean" -0.1100767 1 2
"mean" -0.11220416 1 2
"mean" -0.12040509 1 2
"mean" -0.12175841 1 2
"mean" -0.10852538 1 2
"mean" -0.1094543 1 2
"mean" -0.052819223 1 2
"mean" -0.068961997 1 2
"mean" -0.035051208 1 2
"mean" -0.0968184 1 2
"mean" -0.10951976 1 2
"mean" -0.10617037 1 2
"mean" -0.10413444 1 2
"mean" -0.10466006 1 2
"mean" -0.10722065 1 2
"mean" -0.11011034 1 2
"mean" -0.11142905 1 2
"mean" -0.11142994 1 2
"mean" -0.21536595 1 2
"mean" 0.060963705 1 2
"mean" -0.17441414 1 2
"mean" -0.13505463 1 2
"mean" -0.13555113 1 2
"mean" -0.11133195 1 2
"mean" -0.094847131 1 2
"mean" -0.096209069 1 2
"mean" -0.094874242 1 2
"mean" -0.089048689 1 2
"mean" -0.098281824 1 2
"mean" -0.17727136 1 2
"mean" -0.2433694 1 2
"mean" -0.089408997 1 2
"mean" -0.056683941 1 2
"mean" -0.062495646 1 2
"mean" -0.095910126 1 2
"mean" -0.090398382 1 2
"mean" -0.08713072 1 2
"mean" -0.0934612 1 2
"mean" -0.10162287 1 2
"mean" -0.10561605 1 2
"mean" -0.12296754 1 2
"mean" -0.13199496 1 2
"mean" -0.11157786 1 2
"mean" -0.10898144 1 2
"mean" -0.096118061 1 2
"mean" -0.069812387 1 2
"mean" -0.09303619 1 2
"mean" -0.13887653 1 2
"mean" 0.0014106566 1 2
"mean" -0.044736071 1 2
"mean" -0.064616825 1 2
"mean" -0.090274058 1 2
"mean" -0.098933134 1 2
"mean" -0.10443454 1 2
"mean" -0.10691458 1 2
"mean" -0.10868394 1 2
"mean" -0.10453454 1 2
"mean" -0.10085615 1 2
"mean" -0.11311885 1 2
"mean" -0.10743581 1 2
"mean" -0.093862999 1 2
"mean" -0.11851874 1 2
"mean" -0.1209007 1 2
"mean" -0.10617854 1 2
"mean" -0.14396082 1 2
"mean" -0.11697045 1 2
"mean" -0.11772549 1 2
"mean" -0.13871066 1 2
"mean" -0.14983832 1 2
"mean" -0.11552427 1 2
"mean" -0.11176978 1 2
"mean" -0.092754737 1 2
"mean" -0.057207626 1 2
"mean" -0.080054133 1 2
"mean" -0.098313005 1 2
"mean" -0.1320607 1 2
"mean" -0.12391689 1 2
"mean" -0.11755844 1 2
"mean" -0.18126558 1 2
"mean" -0.10129593 1 2
"mean" -0.10771677 1 2
"mean" -0.12927787 1 2
"mean" -0.095790632 1 2
"mean" -0.065573512 1 2
"mean" -0.090344735 1 2
"mean" -0.14039506 1 2
"mean" -0.13813305 1 2
"mean" -0.1083546 1 2
"mean" -0.11829796 1 2
"mean" -0.13399699 1 2
"mean" -0.088706907 1 2
"mean" -0.14806525 1 2
"mean" -0.16404088 1 2
"mean" -0.18324544 1 2
"mean" -0.20351016 1 2
"mean" -0.085405118 1 2
"mean" -0.071041141 1 2
"mean" -0.10016893 1 2
"mean" -0.038705715 1 2
"mean" -0.12691636 1 2
"mean" -0.11949014 1 2
"mean" -0.10726699 1 2
"mean" -0.1344078 1 2
"mean" -0.15411427 1 2
"mean" -0.058174666 1 2
"mean" -0.13384613 1 2
"mean" -0.15191849 1 2
"mean" -0.065401386 1 2
"mean" -0.10082195 1 2
"mean" -0.11756235 1 2
"mean" -0.15594 1 2
"mean" -0.18415952 1 2
"mean" -0.067628765 1 2
"mean" -0.13222697 1 2
"mean" -0.18091127 1 2
"mean" -0.033509767 1 2
"mean" -0.038827229 1 2
"mean" -0.17815767 1 2
"mean" -0.094497397 1 2
"mean" -0.089378321 1 2
"mean" -0.13121135 1 2
"mean" -0.15446376 1 2
"mean" -0.094515087 1 2
"mean" -0.06136722 1 2
"mean" -0.14714418 1 2
"mean" -0.1872688 1 2
"mean" -0.20126496 1 2
"mean" -0.12892162 1 2
"mean" -0.067125388 1 2
"mean" -0.12185912 1 2
"mean" -0.13085221 1 2
"mean" -0.037668279 1 2
"mean" -0.11610301 1 2
"mean" -0.16922033 1 2
"mean" -0.042427419 1 2
"mean" -0.08434376 1 2
"mean" -0.11539107 1 2
"mean" -0.10200848 1 2
"mean" -0.11227819 1 2
"mean" -0.08554055 1 2
"mean" -0.1331221 1 2
"mean" -0.13942684 1 2
"mean" 0.12161435 1 3
"mean" -0.040399394 1 3
"mean" -0.15501218 1 3
"mean" -0.2236719 1 3
"mean" -0.14306728 1 3
"mean" -0.10134398 1 3
"mean" -0.13606173 1 3
"mean" -0.12271536 1 3
"mean" -0.10882544 1 3
"mean" -0.12072162 1 3
"mean" -0.11482096 1 3
"mean" -0.078855736 1 3
"mean" -0.12004112 1 3
"mean" -0.11189953 1 3
"mean" -0.100455 1 3
"mean" -0.11742993 1 3
"mean" -0.066292175 1 3
"mean" -0.11633288 1 3
"mean" -0.10796935 1 3
"mean" -0.11382425 1 3
"mean" -0.124802 1 3
"mean" -0.11254668 1 3
"mean" -0.11197509 1 3
"mean" -0.11972657 1 3
"mean" -0.11288727 1 3
"mean" -0.10385565 1 3
"mean" -0.1006749 1 3
"mean" -0.098528945 1 3
"mean" -0.099045917 1 3
"mean" -0.14602717 1 3
"mean" -0.1414368 1 3
"mean" -0.10838318 1 3
"mean" -0.11842574 1 3
"mean" -0.10541412 1 3
"mean" -0.11175376 1 3
"mean" -0.096513379 1 3
"mean" -0.1033975 1 3
"mean" -0.14075001 1 3
"mean" -0.13413847 1 3
"mean" -0.076497263 1 3
"mean" -0.14052549 1 3
"mean" -0.13718076 1 3
"mean" -0.1065482 1 3
"mean" -0.097782527 1 3
"mean" -0.11901616 1 3
"mean" -0.13345985 1 3
"mean" -0.10636108 1 3
"mean" -0.10013735 1 3
"mean" -0.11243487 1 3
"mean" -0.12714797 1 3
"mean" -0.12914511 1 3
"mean" -0.13220875 1 3
"mean" -0.12243898 1 3
"mean" -0.081736704 1 3
"mean" -0.12709487 1 3
"mean" -0.13194219 1 3
"mean" -0.10460291 1 3
"mean" -0.099214926 1 3
"mean" -0.10352492 1 3
"mean" -0.10218199 1 3
"mean" -0.10459644 1 3
"mean" -0.10540243 1 3
"mean" -0.10741997 1 3
"mean" -0.1074572 1 3
"mean" -0.10730183 1 3
"mean" -0.032951663 1 3
"mean" -0.1108282 1 3
"mean" -0.10729552 1 3
"mean" -0.10658656 1 3
"mean" -0.11561919 1 3
"mean" -0.10660301 1 3
"mean" -0.10267015 1 3
"mean" -0.10978194 1 3
"mean" -0.11002396 1 3
"mean" -0.10810414 1 3
"mean" -0.10908741 1 3
"mean" -0.11045588 1 3
"mean" -0.11202446 1 3
"mean" -0.10882953 1 3
"mean" -0.045979808 1 3
"mean" -0.098404092 1 3
"mean" -0.11149195 1 3
"mean" -0.11861079 1 3
"mean" -0.10974595 1 3
"mean" -0.13448012 1 3
"mean" -0.085257762 1 3
"mean" -0.042902113 1 3
"mean" -0.094639166 1 3
"mean" -0.10213259 1 3
"mean" -0.10455097 1 3
"mean" -0.11094767 1 3
"mean" -0.12775566 1 3
"mean" -0.14537347 1 3
"mean" -0.12394531 1 3
"mean" -0.10180921 1 3
"mean" -0.069281327 1 3
"mean" -0.072973862 1 3
"mean" -0.07772682 1 3
"mean" -0.11339317 1 3
"mean" -0.14190597 1 3
"mean" -0.13399074 1 3
"mean" -0.10993019 1 3
"mean" -0.098184034 1 3
"mean" -0.12265797 1 3
"mean" -0.12912904 1 3
"mean" -0.091366411 1 3
"mean" -0.06935426 1 3
"mean" -0.094958099 1 3
"mean" -0.10942679 1 3
"mean" -0.043262579 1 3
"mean" -0.1119891 1 3
"mean" -0.12521798 1 3
"mean" -0.12857418 1 3
"mean" -0.094946563 1 3
"mean" -0.110581 1 3
"mean" -0.12592446 1 3
"mean" -0.082318393 1 3
"mean" -0.10094153 1 3
"mean" -0.15789107 1 3
"mean" -0.081495018 1 3
"mean" -0.06415387 1 3
"mean" -0.13792099 1 3
"mean" -0.10358123 1 3
"mean" -0.079736268 1 3
"mean" -0.10195683 1 3
"mean" -0.08603353 1 3
"mean" 0.026459586 1 3
"mean" -0.083605494 1 3
"mean" -0.12593724 1 3
"mean" -0.10857454 1 3
"mean" -0.13534139 1 3
"mean" -0.13258189 1 3
"mean" -0.080404132 1 3
"mean" -0.06362703 1 3
"mean" -0.11348063 1 3
"mean" -0.10196998 1 3
"mean" -0.073889762 1 3
"mean" -0.073706443 1 3
"mean" -0.10199236 1 3
"mean" -0.12138196 1 3
"mean" -0.14191263 1 3
"mean" -0.11142984 1 3
"mean" -0.09188865 1 3
"mean" -0.15263219 1 3
"mean" -0.14813915 1 3
"mean" -0.086591637 1 3
"mean" -0.088099773 1 3
"mean" -0.054019974 1 3
"mean" -0.11324359 1 3
"mean" -0.17328018 1 3
"mean" -0.11787406 1 3
"mean" -0.048875244 1 3
"mean" -0.1422836 1 3
"mean" -0.104989 1 3
"mean" -0.097219316 1 3
"mean" -0.083996743 1 3
"mean" -0.13316389 1 3
"mean" -0.12979001 1 3
"mean" -0.10123707 1 3
"mean" 0.26737702 1 3
"mean" -0.043405336 1 3
"mean" -0.17626409 1 3
"mean" -0.13381316 1 3
"mean" -0.11417818 1 3
"mean" -0.097792324 1 3
"mean" -0.10759362 1 3
"mean" -0.17138725 1 3
"mean" -0.12312451 1 3
"mean" -0.090543881 1 3
"mean" -0.11129642 1 3
"mean" -0.10478033 1 3
"mean" -0.092310885 1 3
"mean" -0.11375647 1 3
"mean" -0.11286631 1 3
"mean" -0.018811866 1 3
"mean" -0.1352067 1 3
"mean" -0.12031745 1 3
"mean" -0.089378654 1 3
"mean" -0.11921622 1 3
"mean" -0.1120879 1 3
"mean" -0.090548054 1 3
"mean" -0.1131444 1 3
"mean" -0.10908935 1 3
"mean" -0.11658414 1 3
"mean" -0.11432936 1 3
"mean" -0.099159739 1 3
"mean" -0.19484921 1 3
"mean" -0.069621419 1 3
"mean" -0.084115854 1 3
"mean" -0.1179821 1 3
"mean" -0.11179397 1 3
"mean" -0.09986646 1 3
"mean" -0.11129502 1 3
"mean" -0.11927965 1 3
"mean" -0.11492328 1 3
"mean" -0.11031028 1 3
"mean" -0.10267378 1 3
"mean" -0.10301617 1 3
"mean" 0.036821869 1 3
"mean" -0.20239962 1 3
"mean" -0.10015165 1 3
"mean" -0.0082016447 1 3
"mean" -0.099919547 1 3
"mean" -0.11697288 1 3
"mean" -0.11748747 1 3
"mean" -0.11048387 1 3
"mean" -0.11017246 1 3
"mean" -0.11040528 1 3
"mean" -0.1197261 1 3
"mean" -0.09151963 1 3
"mean" -0.10571813 1 3
"mean" -0.10359394 1 3
"mean" -0.10916875 1 3
"mean" -0.10583996 1 3
"mean" -0.094295318 1 3
"mean" -0.11065336 1 3
"mean" -0.11223882 1 3
"mean" -0.1091583 1 3
"mean" -0.12668221 1 3
"mean" -0.13026944 1 3
"mean" -0.10059715 1 3
"mean" -0.10834382 1 3
"mean" -0.10964614 1 3
"mean" -0.11079582 1 3
"mean" -0.10463058 1 3
"mean" -0.1077922 1 3
"mean" -0.11162488 1 3
"mean" -0.11100304 1 3
"mean" -0.10805387 1 3
"mean" -0.10794862 1 3
"mean" -0.11329496 1 3
"mean" -0.11217463 1 3
"mean" -0.14035419 1 3
"mean" -0.12689607 1 3
"mean" -0.10675309 1 3
"mean" -0.073804077 1 3
"mean" -0.10154465 1 3
"mean" -0.14168352 1 3
"mean" -0.13142087 1 3
"mean" -0.089249558 1 3
"mean" -0.081335853 1 3
